det(intake-3, The-1)
conj(Acetaminophen-30, valproate-120)
punct(Acetaminophen-30, ,-121)
conj(Acetaminophen-30, warfarin-122)
punct(5-124, -LRB--123)
appos(warfarin-122, 5-124)
punct(5-124, -RRB--125)
punct(Acetaminophen-30, ,-126)
conj(Acetaminophen-30, ziprasidone-127)
punct(Acetaminophen-30, ,-128)
cc(Acetaminophen-30, and-129)
conj(Acetaminophen-30, zonisamide-130)
punct(following-28, .-131)

advmod(begins-24, Thus-1)
punct(begins-24, ,-2)
mark(titrated-8, if-3)
det(patient-5, a-4)
nsubjpass(titrated-8, patient-5)
aux(titrated-8, has-6)
auxpass(titrated-8, been-7)
advcl(begins-24, titrated-8)
case(dosage-12, to-9)
det(dosage-12, a-10)
amod(dosage-12, stable-11)
nmod(titrated-8, dosage-12)
case(one-14, on-13)
nmod(titrated-8, one-14)
case(agents-17, of-15)
det(agents-17, the-16)
nmod(one-14, agents-17)
case(category-20, in-18)
det(category-20, this-19)
nmod(agents-17, category-20)
punct(begins-24, ,-21)
cc(begins-24, and-22)
advmod(begins-24, then-23)
root(ROOT-0, begins-24)
det(course-26, a-25)
dobj(begins-24, course-26)
case(treatment-28, of-27)
nmod(course-26, treatment-28)
case(EQUETROTM-30, with-29)
nmod(treatment-28, EQUETROTM-30)
punct(begins-24, ,-31)
nsubj(reasonable-34, it-32)
cop(reasonable-34, is-33)
parataxis(begins-24, reasonable-34)
mark(expect-36, to-35)
xcomp(reasonable-34, expect-36)
mark(necessary-47, that-37)
det(increase-40, a-38)
compound(increase-40, dose-39)
nsubj(necessary-47, increase-40)
case(agent-44, for-41)
det(agent-44, the-42)
amod(agent-44, concomitant-43)
nmod(increase-40, agent-44)
aux(necessary-47, may-45)
cop(necessary-47, be-46)
ccomp(expect-36, necessary-47)
punct(begins-24, .-48)

root(ROOT-0, Agents-1)
case(Levels-4, with-2)
amod(Levels-4, Increased-3)
nmod(Agents-1, Levels-4)
case(Presence-7, in-5)
det(Presence-7, the-6)
nmod(Levels-4, Presence-7)
case(Carbamazepine-9, of-8)
nmod(Presence-7, Carbamazepine-9)
punct(Agents-1, :-10)
nsubj(increases-12, EQUETROTM-11)
dep(Agents-1, increases-12)
det(levels-15, the-13)
compound(levels-15, plasma-14)
dobj(increases-12, levels-15)
case(agents-19, of-16)
det(agents-19, the-17)
amod(agents-19, following-18)
nmod(levels-15, agents-19)
punct(increases-12, :-20)
compound(HCl-22, Clomipramine-21)
dep(increases-12, HCl-22)
punct(HCl-22, ,-23)
conj(HCl-22, Phenytoin-24)
punct(6-26, -LRB--25)
appos(Phenytoin-24, 6-26)
punct(6-26, -RRB--27)
punct(HCl-22, ,-28)
cc(HCl-22, and-29)
conj(HCl-22, primidone-30)
advmod(HCl-22, Thus-31)
punct(HCl-22, ,-32)
mark(titrated-38, if-33)
det(patient-35, a-34)
nsubjpass(titrated-38, patient-35)
aux(titrated-38, has-36)
auxpass(titrated-38, been-37)
advcl(reasonable-65, titrated-38)
case(dosage-42, to-39)
det(dosage-42, a-40)
amod(dosage-42, stable-41)
nmod(titrated-38, dosage-42)
case(one-44, on-43)
nmod(titrated-38, one-44)
case(agents-47, of-45)
det(agents-47, the-46)
nmod(one-44, agents-47)
case(category-50, in-48)
det(category-50, this-49)
nmod(agents-47, category-50)
punct(titrated-38, ,-51)
cc(titrated-38, and-52)
advmod(begins-54, then-53)
conj(titrated-38, begins-54)
det(course-56, a-55)
dobj(begins-54, course-56)
case(treatment-59, of-57)
det(treatment-59, the-58)
nmod(course-56, treatment-59)
case(EQUETROTM-61, with-60)
nmod(treatment-59, EQUETROTM-61)
punct(reasonable-65, ,-62)
nsubj(reasonable-65, it-63)
cop(reasonable-65, is-64)
dep(HCl-22, reasonable-65)
mark(expect-67, to-66)
xcomp(reasonable-65, expect-67)
mark(necessary-78, that-68)
det(decrease-71, a-69)
compound(decrease-71, dose-70)
nsubj(necessary-78, decrease-71)
case(agent-75, for-72)
det(agent-75, the-73)
amod(agent-75, concomitant-74)
nmod(decrease-71, agent-75)
aux(necessary-78, may-76)
cop(necessary-78, be-77)
ccomp(expect-67, necessary-78)
punct(Agents-1, .-79)

amod(Interactions-4, Pharmacological-1)
punct(Interactions-4, /-2)
amod(Interactions-4, Pharmacodynamic-3)
nsubj(increase-14, Interactions-4)
case(administration-8, with-5)
compound(administration-8, Carbamazepine-6)
amod(administration-8, Concomitant-7)
nmod(Interactions-4, administration-8)
case(carbamazepine-10, of-9)
nmod(administration-8, carbamazepine-10)
cc(carbamazepine-10, and-11)
conj(carbamazepine-10, lithium-12)
aux(increase-14, may-13)
root(ROOT-0, increase-14)
det(risk-16, the-15)
dobj(increase-14, risk-16)
case(effects-20, of-17)
amod(effects-20, neurotoxic-18)
amod(effects-20, side-19)
nmod(risk-16, effects-20)
punct(increase-14, .-21)

case(properties-4, Given-1)
det(properties-4, the-2)
amod(properties-4, anticonvulsant-3)
nmod(reduce-10, properties-4)
case(carbamazepine-6, of-5)
nmod(properties-4, carbamazepine-6)
punct(reduce-10, ,-7)
nsubj(reduce-10, EQUETROTM-8)
aux(reduce-10, may-9)
root(ROOT-0, reduce-10)
det(function-13, the-11)
compound(function-13, thyroid-12)
dobj(reduce-10, function-13)
mark(reported-17, as-14)
aux(reported-17, has-15)
auxpass(reported-17, been-16)
advcl(reduce-10, reported-17)
case(anticonvulsants-20, with-18)
amod(anticonvulsants-20, other-19)
nmod(reported-17, anticonvulsants-20)
punct(reduce-10, .-21)

advmod(antagonize-15, Additionally-1)
punct(antagonize-15, ,-2)
amod(drugs-6, anti-3)
punct(drugs-6, --4)
amod(drugs-6, malarial-5)
nsubj(antagonize-15, drugs-6)
punct(drugs-6, ,-7)
case(chloroquine-10, such-8)
mwe(such-8, as-9)
nmod(drugs-6, chloroquine-10)
cc(chloroquine-10, and-11)
conj(chloroquine-10, mefloquine-12)
punct(drugs-6, ,-13)
aux(antagonize-15, may-14)
root(ROOT-0, antagonize-15)
det(activity-17, the-16)
dobj(antagonize-15, activity-17)
case(carbamazepine-19, of-18)
nmod(activity-17, carbamazepine-19)
punct(antagonize-15, .-20)

advmod(reasonable-33, Thus-1)
mark(titrated-7, if-2)
det(patient-4, a-3)
nsubjpass(titrated-7, patient-4)
aux(titrated-7, has-5)
auxpass(titrated-7, been-6)
advcl(reasonable-33, titrated-7)
case(dosage-11, to-8)
det(dosage-11, a-9)
amod(dosage-11, stable-10)
nmod(titrated-7, dosage-11)
case(one-13, on-12)
nmod(titrated-7, one-13)
case(agents-16, of-14)
det(agents-16, the-15)
nmod(one-13, agents-16)
case(category-19, in-17)
det(category-19, this-18)
nmod(agents-16, category-19)
punct(titrated-7, ,-20)
cc(titrated-7, and-21)
advmod(begins-23, then-22)
conj(titrated-7, begins-23)
det(course-25, a-24)
dobj(begins-23, course-25)
case(treatment-27, of-26)
nmod(course-25, treatment-27)
case(EQUETROTM-29, with-28)
nmod(treatment-27, EQUETROTM-29)
punct(reasonable-33, ,-30)
nsubj(reasonable-33, it-31)
cop(reasonable-33, is-32)
root(ROOT-0, reasonable-33)
mark(expect-35, to-34)
xcomp(reasonable-33, expect-35)
mark(necessary-42, that-36)
det(adjustment-39, a-37)
compound(adjustment-39, dose-38)
nsubj(necessary-42, adjustment-39)
aux(necessary-42, may-40)
cop(necessary-42, be-41)
ccomp(expect-35, necessary-42)
punct(reasonable-33, .-43)

case(effect-6, Because-1)
mwe(Because-1, of-2)
nmod:poss(effect-6, its-3)
amod(effect-6, primary-4)
compound(effect-6, CNS-5)
nmod(used-11, effect-6)
punct(used-11, ,-7)
nsubjpass(used-11, caution-8)
aux(used-11, should-9)
auxpass(used-11, be-10)
root(ROOT-0, used-11)
advmod(taken-15, when-12)
nsubjpass(taken-15, EQUETROTM-13)
auxpass(taken-15, is-14)
advcl(used-11, taken-15)
case(drugs-20, with-16)
amod(drugs-20, other-17)
advmod(acting-19, centrally-18)
amod(drugs-20, acting-19)
nmod(taken-15, drugs-20)
cc(drugs-20, and-21)
conj(drugs-20, alcohol-22)
punct(used-11, .-23)

root(ROOT-0, Cyclosporine-1)
punct(Cyclosporine-1, --2)
compound(arginine-5, L-3)
punct(arginine-5, --4)
nsubj(counteract-7, arginine-5)
aux(counteract-7, may-6)
dep(Cyclosporine-1, counteract-7)
det(effect-10, the-8)
amod(effect-10, antinaturetic-9)
dobj(counteract-7, effect-10)
case(cyclosporin-12, of-11)
nmod(effect-10, cyclosporin-12)
punct(Cyclosporine-1, .-13)

root(ROOT-0, Ibuprofen-1)
punct(Ibuprofen-1, --2)
compound(arginine-5, L-3)
punct(arginine-5, --4)
nsubj(increase-7, arginine-5)
aux(increase-7, may-6)
ccomp(Ibuprofen-1, increase-7)
det(absorption-9, the-8)
dobj(increase-7, absorption-9)
case(ibuprofen-11, of-10)
nmod(absorption-9, ibuprofen-11)
mark(taken-13, if-12)
advcl(increase-7, taken-13)
advmod(taken-13, concomitantly-14)
punct(Ibuprofen-1, .-15)

amod(nitrates-2, Organic-1)
root(ROOT-0, nitrates-2)
punct(nitrates-2, --3)
compound(supplements-7, L-4)
punct(supplements-7, --5)
compound(supplements-7, arginine-6)
nsubj(potentiate-10, supplements-7)
advmod(potentiate-10, theoretically-8)
aux(potentiate-10, may-9)
dep(nitrates-2, potentiate-10)
det(effects-12, the-11)
dobj(potentiate-10, effects-12)
case(nitrates-15, of-13)
amod(nitrates-15, organic-14)
nmod(effects-12, nitrates-15)
mark(taken-17, if-16)
advcl(potentiate-10, taken-17)
advmod(taken-17, concomitantly-18)
punct(nitrates-2, .-19)

compound(citrate-2, Sildenafil-1)
nsubjpass(taken-10, citrate-2)
punct(taken-10, --3)
advmod(taken-10, Theoretically-4)
punct(taken-10, ,-5)
compound(supplements-9, L-6)
punct(supplements-9, --7)
compound(supplements-9, arginine-8)
nsubj(taken-10, supplements-9)
root(ROOT-0, taken-10)
advmod(taken-10, concomitantly-11)
case(citrate-14, with-12)
compound(citrate-14, sildenafil-13)
nmod(taken-10, citrate-14)
punct(taken-10, ,-15)
aux(potentiate-17, may-16)
dep(taken-10, potentiate-17)
det(effects-19, the-18)
dobj(potentiate-17, effects-19)
case(drug-22, of-20)
det(drug-22, the-21)
nmod(effects-19, drug-22)
punct(taken-10, .-23)

nsubj(decrease-3, Dimenhydrinate-1)
aux(decrease-3, may-2)
root(ROOT-0, decrease-3)
amod(response-5, emetic-4)
dobj(decrease-3, response-5)
case(apomorphine-7, to-6)
nmod(response-5, apomorphine-7)
punct(decrease-3, .-8)

nsubj(inhibitor-4, Indinavir-1)
cop(inhibitor-4, is-2)
det(inhibitor-4, an-3)
root(ROOT-0, inhibitor-4)
case(CYP3A4-10, of-5)
det(CYP3A4-10, the-6)
compound(CYP3A4-10, cytochrome-7)
compound(CYP3A4-10, P450-8)
compound(CYP3A4-10, isoform-9)
nmod(inhibitor-4, CYP3A4-10)
punct(inhibitor-4, .-11)

nsubj(result-11, Coadministration-1)
case(CRIXIVAN-3, of-2)
nmod(Coadministration-1, CRIXIVAN-3)
cc(CRIXIVAN-3, and-4)
conj(CRIXIVAN-3, drugs-5)
advmod(metabolized-7, primarily-6)
acl(Coadministration-1, metabolized-7)
case(CYP3A4-9, by-8)
nmod(metabolized-7, CYP3A4-9)
aux(result-11, may-10)
root(ROOT-0, result-11)
case(concentrations-15, in-12)
amod(concentrations-15, increased-13)
compound(concentrations-15, plasma-14)
nmod(result-11, concentrations-15)
case(drug-19, of-16)
det(drug-19, the-17)
amod(drug-19, other-18)
nmod(concentrations-15, drug-19)
punct(drug-19, ,-20)
nsubj(increase-23, which-21)
aux(increase-23, could-22)
acl:relcl(drug-19, increase-23)
cc(increase-23, or-24)
conj(increase-23, prolong-25)
nmod:poss(effects-30, its-26)
amod(effects-30, therapeutic-27)
cc(therapeutic-27, and-28)
conj(therapeutic-27, adverse-29)
dobj(increase-23, effects-30)
punct(result-11, .-31)

nsubjpass(metabolized-3, Indinavir-1)
auxpass(metabolized-3, is-2)
root(ROOT-0, metabolized-3)
case(CYP3A4-5, by-4)
nmod(metabolized-3, CYP3A4-5)
punct(metabolized-3, .-6)

nsubjpass(expected-8, Drugs-1)
nsubj(induce-3, that-2)
acl:relcl(Drugs-1, induce-3)
compound(activity-5, CYP3A4-4)
dobj(induce-3, activity-5)
aux(expected-8, would-6)
auxpass(expected-8, be-7)
root(ROOT-0, expected-8)
mark(increase-10, to-9)
xcomp(expected-8, increase-10)
det(clearance-12, the-11)
dobj(increase-10, clearance-12)
case(indinavir-14, of-13)
nmod(clearance-12, indinavir-14)
punct(expected-8, ,-15)
xcomp(expected-8, resulting-16)
case(concentrations-20, in-17)
amod(concentrations-20, lowered-18)
compound(concentrations-20, plasma-19)
nmod(resulting-16, concentrations-20)
case(indinavir-22, of-21)
nmod(concentrations-20, indinavir-22)
punct(expected-8, .-23)

nsubj(decrease-11, Coadministration-1)
case(CRIXIVAN-3, of-2)
nmod(Coadministration-1, CRIXIVAN-3)
cc(CRIXIVAN-3, and-4)
amod(drugs-6, other-5)
conj(CRIXIVAN-3, drugs-6)
nsubj(inhibit-8, that-7)
acl:relcl(Coadministration-1, inhibit-8)
dobj(inhibit-8, CYP3A4-9)
aux(decrease-11, may-10)
root(ROOT-0, decrease-11)
det(clearance-13, the-12)
dobj(decrease-11, clearance-13)
case(indinavir-15, of-14)
nmod(clearance-13, indinavir-15)
cc(decrease-11, and-16)
aux(result-18, may-17)
conj(decrease-11, result-18)
case(concentrations-22, in-19)
amod(concentrations-22, increased-20)
compound(concentrations-22, plasma-21)
nmod(result-18, concentrations-22)
case(indinavir-24, of-23)
nmod(concentrations-22, indinavir-24)
punct(decrease-11, .-25)

compound(Drugs-3, Table-1)
nummod(Drugs-3, 8-2)
root(ROOT-0, Drugs-3)
nsubjpass(Coadministered-8, That-4)
aux(Coadministered-8, Should-5)
neg(Coadministered-8, Not-6)
auxpass(Coadministered-8, Be-7)
acl:relcl(Drugs-3, Coadministered-8)
case(Class-12, with-9)
compound(Class-12, CRIXIVAN-10)
compound(Class-12, Drug-11)
nmod(Coadministered-8, Class-12)
punct(Drugs-3, :-13)
compound(Name-15, Drug-14)
compound(Antiarrhythmics-18, Name-15)
amod(Antiarrhythmics-18, Clinical-16)
compound(Antiarrhythmics-18, Comment-17)
dep(Drugs-3, Antiarrhythmics-18)
punct(Antiarrhythmics-18, :-19)
dep(Antiarrhythmics-18, amiodarone-20)
acl(amiodarone-20, CONTRAINDICATED-21)
xcomp(CONTRAINDICATED-21, due-22)
case(potential-24, to-23)
nmod(due-22, potential-24)
case(serious-26, for-25)
nmod(potential-24, serious-26)
cc(serious-26, and-27)
punct(serious-26, /-28)
cc(serious-26, or-29)
conj(serious-26, life-30)
punct(serious-26, --31)
amod(reactions-33, threatening-32)
dep(serious-26, reactions-33)
case(arrhythmias-37, such-34)
mwe(such-34, as-35)
amod(arrhythmias-37, cardiac-36)
nmod(reactions-33, arrhythmias-37)
punct(Drugs-3, .-38)

compound(derivatives-2, Ergot-1)
root(ROOT-0, derivatives-2)
punct(derivatives-2, :-3)
dep(derivatives-2, dihydroergotamine-4)
punct(dihydroergotamine-4, ,-5)
conj(dihydroergotamine-4, ergonovine-6)
punct(dihydroergotamine-4, ,-7)
conj(dihydroergotamine-4, ergotamine-8)
punct(dihydroergotamine-4, ,-9)
appos(dihydroergotamine-4, methylergonovine-10)
acl(methylergonovine-10, CONTRAINDICATED-11)
xcomp(CONTRAINDICATED-11, due-12)
case(potential-14, to-13)
nmod(due-12, potential-14)
case(serious-16, for-15)
nmod(potential-14, serious-16)
cc(serious-16, and-17)
punct(serious-16, /-18)
cc(serious-16, or-19)
conj(serious-16, life-20)
punct(serious-16, --21)
amod(reactions-23, threatening-22)
dep(serious-16, reactions-23)
case(toxicity-28, such-24)
mwe(such-24, as-25)
amod(toxicity-28, acute-26)
compound(toxicity-28, ergot-27)
nmod(reactions-23, toxicity-28)
acl(toxicity-28, characterized-29)
case(vasospasm-32, by-30)
amod(vasospasm-32, peripheral-31)
nmod(characterized-29, vasospasm-32)
cc(vasospasm-32, and-33)
conj(vasospasm-32, ischemia-34)
case(extremities-37, of-35)
det(extremities-37, the-36)
nmod(vasospasm-32, extremities-37)
cc(extremities-37, and-38)
amod(tissues-40, other-39)
conj(extremities-37, tissues-40)
punct(derivatives-2, .-41)

amod(hypnotics-3, Sedative-1)
punct(hypnotics-3, /-2)
root(ROOT-0, hypnotics-3)
punct(hypnotics-3, :-4)
nsubj(CONTRAINDICATED-8, midazolam-5)
punct(midazolam-5, ,-6)
appos(midazolam-5, triazolam-7)
dep(hypnotics-3, CONTRAINDICATED-8)
xcomp(CONTRAINDICATED-8, due-9)
case(potential-11, to-10)
nmod(due-9, potential-11)
case(serious-13, for-12)
nmod(potential-11, serious-13)
cc(serious-13, and-14)
punct(serious-13, /-15)
cc(serious-13, or-16)
conj(serious-13, life-17)
punct(serious-13, --18)
amod(reactions-20, threatening-19)
dep(serious-13, reactions-20)
case(prolonged-23, such-21)
mwe(such-21, as-22)
nmod(reactions-20, prolonged-23)
cc(prolonged-23, or-24)
conj(prolonged-23, increased-25)
amod(depression-29, sedation-26)
cc(sedation-26, or-27)
conj(sedation-26, respiratory-28)
dep(prolonged-23, depression-29)
punct(hypnotics-3, .-30)

compound(agents-3, GI-1)
compound(agents-3, motility-2)
root(ROOT-0, agents-3)
punct(agents-3, :-4)
dep(agents-3, cisapride-5)
acl(cisapride-5, CONTRAINDICATED-6)
xcomp(CONTRAINDICATED-6, due-7)
case(potential-9, to-8)
nmod(due-7, potential-9)
case(serious-11, for-10)
nmod(potential-9, serious-11)
cc(serious-11, and-12)
punct(serious-11, /-13)
cc(serious-11, or-14)
conj(serious-11, life-15)
punct(serious-11, --16)
amod(reactions-18, threatening-17)
dep(serious-11, reactions-18)
case(arrhythmias-22, such-19)
mwe(such-19, as-20)
amod(arrhythmias-22, cardiac-21)
nmod(reactions-18, arrhythmias-22)
punct(agents-3, .-23)

root(ROOT-0, Neuroleptic-1)
punct(Neuroleptic-1, :-2)
dep(Neuroleptic-1, pimozide-3)
acl(pimozide-3, CONTRAINDICATED-4)
xcomp(CONTRAINDICATED-4, due-5)
case(potential-7, to-6)
nmod(due-5, potential-7)
case(serious-9, for-8)
nmod(potential-7, serious-9)
cc(serious-9, and-10)
punct(serious-9, /-11)
cc(serious-9, or-12)
conj(serious-9, life-13)
punct(serious-9, --14)
amod(reactions-16, threatening-15)
dep(serious-9, reactions-16)
case(arrhythmias-20, such-17)
mwe(such-17, as-18)
amod(arrhythmias-20, cardiac-19)
nmod(reactions-16, arrhythmias-20)
punct(Neuroleptic-1, .-21)

amod(products-2, Herbal-1)
root(ROOT-0, products-2)
punct(products-2, :-3)
dep(products-2, St-4)
punct(products-2, .-5)

compound(wort-3, John-1)
compound(wort-3, s-2)
nsubj(lead-9, wort-3)
punct(perforatum-6, -LRB--4)
compound(perforatum-6, Hypericum-5)
appos(wort-3, perforatum-6)
punct(perforatum-6, -RRB--7)
aux(lead-9, May-8)
root(ROOT-0, lead-9)
case(loss-11, to-10)
nmod(lead-9, loss-11)
case(response-14, of-12)
amod(response-14, virologic-13)
nmod(loss-11, response-14)
cc(loss-11, and-15)
amod(resistance-17, possible-16)
conj(loss-11, resistance-17)
case(CRIXIVAN-19, to-18)
nmod(resistance-17, CRIXIVAN-19)
cc(CRIXIVAN-19, or-20)
case(class-23, to-21)
det(class-23, the-22)
conj(CRIXIVAN-19, class-23)
case(inhibitors-26, of-24)
compound(inhibitors-26, protease-25)
nmod(class-23, inhibitors-26)
punct(lead-9, .-27)

root(ROOT-0, Antimycobacterial-1)
punct(Antimycobacterial-1, :-2)
nsubj(lead-5, rifampin-3)
aux(lead-5, May-4)
parataxis(Antimycobacterial-1, lead-5)
case(loss-7, to-6)
nmod(lead-5, loss-7)
case(response-10, of-8)
amod(response-10, virologic-9)
nmod(loss-7, response-10)
cc(loss-7, and-11)
amod(resistance-13, possible-12)
conj(loss-7, resistance-13)
case(CRIXIVAN-15, to-14)
nmod(resistance-13, CRIXIVAN-15)
cc(CRIXIVAN-15, or-16)
case(class-19, to-17)
det(class-19, the-18)
conj(CRIXIVAN-15, class-19)
case(inhibitors-22, of-20)
compound(inhibitors-22, protease-21)
nmod(class-19, inhibitors-22)
cc(inhibitors-22, or-23)
amod(agents-27, other-24)
amod(agents-27, coadministered-25)
amod(agents-27, antiretroviral-26)
conj(inhibitors-22, agents-27)
punct(Antimycobacterial-1, .-28)

root(ROOT-0, HMG-1)
punct(HMG-1, --2)
compound(inhibitors-5, CoA-3)
compound(inhibitors-5, Reductase-4)
dep(HMG-1, inhibitors-5)
punct(HMG-1, :-6)
dep(HMG-1, lovastatin-7)
punct(lovastatin-7, ,-8)
compound(Potential-10, simvastatin-9)
appos(lovastatin-7, Potential-10)
case(reactions-13, for-11)
amod(reactions-13, serious-12)
nmod(Potential-10, reactions-13)
case(risk-16, such-14)
mwe(such-14, as-15)
nmod(reactions-13, risk-16)
case(myopathy-18, of-17)
nmod(risk-16, myopathy-18)
case(rhabdomyolysis-20, including-19)
nmod(myopathy-18, rhabdomyolysis-20)
punct(HMG-1, .-21)

compound(inhibitor-2, Protease-1)
root(ROOT-0, inhibitor-2)
punct(inhibitor-2, :-3)
nsubjpass(associated-10, atazanavir-4)
cc:preconj(CRIXIVAN-6, Both-5)
dep(atazanavir-4, CRIXIVAN-6)
cc(CRIXIVAN-6, and-7)
conj(CRIXIVAN-6, atazanavir-8)
auxpass(associated-10, are-9)
appos(inhibitor-2, associated-10)
case(hyperbilirubinemia-16, with-11)
amod(hyperbilirubinemia-16, indirect-12)
punct(unconjugated-14, -LRB--13)
dep(indirect-12, unconjugated-14)
punct(unconjugated-14, -RRB--15)
nmod(associated-10, hyperbilirubinemia-16)
punct(inhibitor-2, .-17)

nsubjpass(studied-8, Combinations-1)
case(drugs-4, of-2)
det(drugs-4, these-3)
nmod(Combinations-1, drugs-4)
aux(studied-8, have-5)
neg(studied-8, not-6)
auxpass(studied-8, been-7)
root(ROOT-0, studied-8)
cc(studied-8, and-9)
nsubjpass(recommended-17, coadministration-10)
case(CRIXIVAN-12, of-11)
nmod(coadministration-10, CRIXIVAN-12)
cc(CRIXIVAN-12, and-13)
conj(CRIXIVAN-12, atazanavir-14)
auxpass(recommended-17, is-15)
neg(recommended-17, not-16)
conj(studied-8, recommended-17)
punct(studied-8, .-18)

nsubj(Established-3, Table-1)
nummod(Table-1, 9-2)
root(ROOT-0, Established-3)
cc(Established-3, and-4)
amod(Interactions-9, Other-5)
advmod(Significant-7, Potentially-6)
amod(Interactions-9, Significant-7)
compound(Interactions-9, Drug-8)
conj(Established-3, Interactions-9)
punct(Established-3, :-10)
nsubjpass(Recommended-18, Alteration-11)
case(Dose-13, in-12)
nmod(Alteration-11, Dose-13)
